ORDER_ID,CONTAINER_ID,SKU_ID
1,0,214988
1,0,24971
1,0,24971
1,0,24971
1,0,175929
1,0,175929
1,0,175929
1,0,175929
1,0,175929
1,0,32928
1,0,32928
1,0,168370
1,0,168370
1,0,168370
1,0,168370
1,0,196774
1,0,196774
1,0,196774
1,0,196774
1,0,196774
1,0,158895
1,0,158895
1,0,158895
2,1,210642
2,1,210642
2,1,210642
2,1,23970
2,1,97266
2,2,210642
2,2,210642
2,2,35379
2,2,35379
2,2,35379
2,2,35379
2,2,35379
2,2,176636
2,3,35379
2,3,35379
2,3,35379
2,3,23970
2,3,23970
2,3,23970
2,3,23970
2,3,23970
2,3,23970
2,3,23970
2,3,47048
2,3,47048
2,3,47048
2,3,47048
2,3,47048
2,3,47048
2,3,47048
2,3,47048
2,3,136212
2,3,136212
2,4,47048
2,4,47048
2,4,145079
2,4,145079
2,4,145079
2,4,145079
2,4,85839
2,4,85839
2,4,85839
2,4,85839
2,4,85839
2,4,85839
2,4,155166
2,4,155166
2,4,155166
2,4,155166
2,4,97266
2,4,97266
2,4,97266
2,4,97266
2,4,97266
2,4,97266
2,4,97266
2,4,97266
2,4,97266
2,4,192723
2,4,192723
2,4,192723
2,4,192723
2,4,192723
2,4,192723
2,4,192723
2,4,192723
2,4,192723
2,4,192723
2,4,136212
2,4,136212
2,4,136212
2,4,136212
2,4,136212
2,4,136212
2,4,136212
2,4,136212
2,4,56670
2,4,56670
2,4,56670
2,4,56670
2,4,48048
2,5,56670
2,5,56670
2,5,48048
2,5,48048
2,5,48048
2,5,48048
2,5,48048
2,5,179317
2,5,176636
2,5,193456
2,5,193456
2,5,193456
3,6,196827
3,6,193865
3,6,193865
3,6,193865
3,6,193865
3,6,173164
3,6,173164
3,6,173164
3,6,173164
3,6,173164
3,6,173164
3,6,91766
3,6,90350
3,6,90350
3,6,122719
3,6,3104
3,7,196827
3,7,90350
3,7,90350
3,7,90350
3,7,122719
3,7,122719
3,7,122719
3,7,122719
3,7,122719
3,7,122719
3,7,122719
3,7,122719
3,7,122719
3,7,49432
3,7,49432
3,7,72316
3,7,72316
3,7,72316
3,7,72316
3,7,72316
3,7,72316
3,7,72316
3,7,72316
3,7,72316
3,7,72316
3,7,3104
3,8,196827
3,8,82320
3,8,82320
3,8,82320
3,8,82320
3,8,82320
3,8,82320
3,8,82320
3,8,24219
3,8,24219
3,8,29663
3,8,29663
3,8,29663
3,8,29663
3,8,29663
3,8,29663
3,8,3104
3,8,113138
3,8,113138
3,8,113138
3,8,27858
3,8,27858
3,8,27858
3,8,27858
3,8,211755
3,8,211755
3,8,211755
3,8,211755
3,8,211755
3,8,211755
3,8,211755
3,8,211755
3,8,211755
3,8,211755
3,9,196827
3,10,196827
3,11,196827
3,12,196827
3,13,196827
3,14,196827
4,15,214672
4,15,214672
4,15,214672
4,15,214672
4,15,214672
4,15,214672
4,15,214672
4,15,214672
4,15,212299
4,15,212299
4,15,212299
4,15,212299
4,15,212299
4,15,212299
4,15,212299
4,15,212299
4,15,63656
4,15,63656
4,15,63656
4,15,189220
4,15,106038
4,15,175096
4,16,63656
4,16,63656
4,16,63656
4,16,63656
4,16,63656
4,16,63656
4,16,63656
4,16,189220
4,16,189220
4,16,189220
4,16,189220
4,16,189220
4,16,189220
4,16,189220
4,16,106038
4,16,106038
4,16,106038
4,16,106038
4,16,106038
4,16,106038
4,16,106038
4,16,106038
4,16,175096
4,16,4
4,16,4
4,16,123147
4,16,42844
4,16,42844
4,16,42844
4,16,62740
4,16,62740
4,16,62740
4,16,213847
4,17,42844
4,17,42844
4,17,42844
4,17,42844
4,17,42844
4,17,213847
4,17,213847
4,17,213847
4,17,213847
4,17,213847
4,17,213847
4,17,213847
4,17,213847
4,17,213847
4,17,137643
4,17,137643
4,17,138512
4,17,138512
4,17,138512
4,17,138512
4,17,138512
4,17,138512
4,17,138512
4,17,138512
4,17,138512
4,17,138512
4,17,68688
4,17,68688
4,17,68688
4,17,68688
4,17,68688
4,17,68688
4,17,24813
4,17,24813
4,17,24813
4,17,24813
4,17,24813
4,17,24813
4,17,24813
4,17,24813
4,17,24813
4,17,1390
4,17,1390
4,17,185412
4,17,185412
4,17,185412
4,17,185412
4,17,185412
4,17,185412
4,17,185412
4,17,185412
4,17,127926
4,17,127926
4,17,127926
4,17,127926
4,17,127926
4,17,127926
4,17,127926
4,17,127926
4,17,127926
4,17,174044
4,17,174044
4,17,174044
4,17,174044
4,17,174044
4,17,174044
4,17,174044
4,17,174044
4,17,174044
4,17,174044
4,17,178650
4,17,178650
4,17,178650
4,17,178650
4,17,178650
4,17,178650
4,17,178650
4,17,178650
5,18,155724
5,18,91697
5,18,91697
5,18,91697
5,18,211869
5,18,195710
5,18,91732
5,18,7463
5,18,33030
5,18,33030
5,18,33030
5,18,33030
5,19,91697
5,19,91697
5,19,91697
5,19,211869
5,19,211869
5,19,211869
5,19,100755
5,19,100755
5,19,100755
5,19,195710
5,19,195710
5,19,195710
5,19,195710
5,19,7463
5,19,211350
5,20,195710
5,20,195710
5,20,195710
5,20,195710
5,20,213787
5,20,168002
5,20,168002
5,20,168002
5,20,168002
5,20,168002
5,20,128593
5,20,128593
5,20,128593
5,20,128593
5,20,128593
5,20,128593
5,20,128593
5,20,156012
5,20,156012
5,20,156012
5,20,156012
5,20,156012
5,20,156012
5,20,156012
5,20,156012
5,20,121352
5,20,121352
5,20,121352
5,20,121352
5,20,121352
5,20,121352
5,20,180744
5,20,187781
5,20,187781
5,20,187781
5,20,187781
5,21,121352
5,21,121352
5,21,121352
5,21,180744
5,21,180744
5,21,180744
5,21,7463
5,21,7463
5,21,7463
5,21,7463
5,21,53632
5,21,53632
5,21,53632
5,21,53632
5,21,53632
5,21,196203
5,21,196203
5,21,196203
5,21,171014
5,21,171014
5,21,211350
5,21,211350
5,21,211350
5,21,211350
5,21,211350
6,22,167024
6,22,167024
6,22,167024
6,22,167024
6,22,167024
6,22,14814
6,22,14814
6,22,14814
6,22,14814
6,22,14814
6,22,196684
6,22,196684
6,22,196684
6,22,196684
