ORDER_ID,CONTAINER_ID,SKU_ID
1,0,158895
1,0,158895
1,0,158895
1,1,24971
1,1,24971
1,1,24971
1,1,196774
1,1,196774
1,1,196774
1,1,196774
1,1,196774
1,2,214988
1,3,32928
1,3,32928
2,4,97266
2,4,97266
2,4,97266
2,4,97266
2,4,97266
2,4,97266
2,4,97266
2,4,97266
2,4,97266
2,4,97266
2,4,56670
2,4,56670
2,4,56670
2,4,56670
2,4,56670
2,4,56670
2,5,210642
2,5,210642
2,5,210642
2,5,85839
2,5,85839
2,5,176636
2,5,176636
2,6,210642
2,6,210642
2,6,35379
2,6,35379
2,6,35379
2,6,35379
2,6,35379
2,6,193456
2,7,35379
2,7,35379
2,7,35379
2,7,85839
2,7,85839
2,7,85839
2,7,85839
2,7,193456
2,7,193456
2,8,23970
2,8,23970
2,8,23970
2,8,23970
2,8,23970
2,8,23970
2,8,23970
2,8,23970
2,8,48048
2,8,48048
2,8,48048
2,8,48048
2,8,48048
2,8,48048
2,9,145079
2,9,145079
2,9,145079
2,9,145079
2,10,175929
2,10,175929
2,10,175929
2,10,175929
2,10,175929
2,10,168370
2,10,168370
2,10,168370
2,10,168370
2,10,136212
2,10,136212
2,10,136212
2,10,136212
2,10,136212
2,10,136212
2,10,136212
2,10,136212
2,10,136212
2,10,136212
2,11,192723
2,11,192723
2,11,192723
2,11,192723
2,11,192723
2,11,192723
2,11,192723
2,11,192723
2,11,192723
2,11,192723
2,11,179317
2,12,47048
2,12,47048
2,12,47048
2,12,47048
2,12,47048
2,12,47048
2,12,47048
2,12,47048
2,12,47048
2,12,47048
2,12,155166
2,12,155166
2,12,155166
2,12,155166
3,13,196827
3,13,29663
3,13,29663
3,13,29663
3,13,29663
3,13,29663
3,13,29663
3,14,196827
3,15,196827
3,16,196827
3,17,196827
3,18,196827
3,19,196827
3,20,196827
3,21,196827
3,22,193865
3,22,193865
3,22,193865
3,22,193865
3,22,173164
3,22,173164
3,22,173164
3,22,173164
3,22,173164
3,22,173164
3,22,91766
3,22,113138
3,22,113138
3,22,113138
3,22,211755
3,22,211755
3,22,211755
3,22,211755
3,22,211755
3,22,211755
3,22,211755
3,22,211755
3,22,211755
3,22,211755
3,23,90350
3,23,90350
3,23,90350
3,23,90350
3,23,90350
3,23,122719
3,23,122719
3,23,122719
3,23,122719
3,23,122719
3,23,122719
3,23,122719
3,23,122719
3,23,122719
3,23,122719
3,23,24219
3,23,24219
3,23,27858
3,23,27858
3,23,27858
3,23,27858
3,24,49432
3,24,49432
3,24,72316
3,24,72316
3,24,72316
3,24,72316
3,24,72316
3,24,72316
3,24,72316
3,24,72316
3,24,72316
3,24,72316
3,24,3104
3,24,3104
3,24,3104
3,25,82320
3,25,82320
3,25,82320
3,25,82320
3,25,82320
3,25,82320
3,25,82320
4,26,212299
4,26,212299
4,26,212299
4,26,212299
4,26,212299
4,26,212299
4,26,212299
4,26,212299
4,26,4
4,26,4
4,26,123147
4,26,42844
4,26,42844
4,26,42844
4,26,42844
4,26,42844
4,26,42844
4,26,42844
4,26,42844
4,26,213847
4,26,213847
4,26,213847
4,26,213847
4,26,213847
4,26,213847
4,26,213847
4,26,213847
4,26,213847
4,26,213847
4,26,174044
4,26,174044
4,26,174044
4,26,174044
4,26,174044
4,26,174044
4,26,174044
4,26,174044
4,26,174044
4,27,174044
4,28,24813
4,28,24813
4,28,24813
4,28,24813
4,28,24813
4,28,24813
4,28,24813
4,28,24813
4,28,24813
4,28,185412
4,28,185412
4,28,185412
4,28,185412
4,28,185412
4,28,185412
4,28,185412
4,28,185412
4,29,138512
4,29,138512
4,29,138512
4,29,138512
4,29,138512
4,29,138512
4,29,138512
4,29,138512
4,29,138512
4,29,138512
4,30,175096
4,30,175096
4,30,1390
4,30,1390
4,30,127926
4,30,127926
4,30,127926
4,30,127926
4,30,127926
4,30,127926
4,30,127926
4,30,127926
4,30,127926
4,31,178650
4,31,178650
4,31,178650
4,31,178650
4,31,178650
4,31,178650
4,31,178650
4,31,178650
4,31,214672
4,31,214672
4,31,214672
4,31,214672
4,31,214672
4,31,214672
4,31,214672
4,31,214672
4,31,63656
4,31,63656
4,31,63656
4,31,63656
4,31,63656
4,31,63656
4,31,63656
4,31,63656
4,31,63656
4,31,68688
4,31,68688
4,31,68688
4,31,68688
4,31,68688
4,31,68688
4,32,189220
4,32,189220
4,32,189220
4,32,189220
4,32,189220
