ORDER_ID,CONTAINER_ID,SKU_ID
1,0,24971
1,0,24971
1,0,24971
1,0,196774
1,0,196774
1,0,196774
1,0,196774
1,0,196774
1,0,158895
1,0,158895
1,0,158895
1,1,214988
1,1,175929
1,1,175929
1,1,175929
1,1,175929
1,1,175929
1,1,32928
1,1,32928
1,1,168370
1,1,168370
1,1,168370
1,1,168370
2,2,210642
2,2,210642
2,2,210642
2,2,85839
2,2,85839
2,2,179317
2,3,210642
2,3,210642
2,3,35379
2,3,35379
2,3,35379
2,3,35379
2,3,35379
2,3,176636
2,4,35379
2,4,35379
2,4,35379
2,4,85839
2,4,85839
2,4,85839
2,4,85839
2,4,97266
2,4,97266
2,4,97266
2,4,97266
2,4,97266
2,4,97266
2,4,97266
2,4,97266
2,4,97266
2,4,97266
2,4,192723
2,4,192723
2,4,192723
2,4,192723
2,4,192723
2,4,192723
2,4,192723
2,4,192723
2,4,192723
2,4,192723
2,4,56670
2,4,56670
2,4,56670
2,4,56670
2,4,56670
2,4,56670
2,4,176636
2,4,193456
2,4,193456
2,4,193456
2,5,23970
2,5,23970
2,5,23970
2,5,23970
2,5,23970
2,5,23970
2,5,23970
2,5,23970
2,5,47048
2,5,47048
2,5,47048
2,5,47048
2,5,47048
2,5,47048
2,5,47048
2,5,47048
2,5,47048
2,5,47048
2,5,145079
2,5,145079
2,5,145079
2,5,145079
2,5,136212
2,5,136212
2,5,136212
2,5,136212
2,5,136212
2,5,136212
2,5,136212
2,5,136212
2,5,136212
2,6,155166
2,6,155166
2,6,155166
2,6,155166
2,6,136212
2,6,48048
2,6,48048
2,6,48048
2,6,48048
2,6,48048
2,6,48048
3,7,196827
3,7,193865
3,7,193865
3,7,193865
3,7,193865
3,7,173164
3,7,173164
3,7,173164
3,7,173164
3,7,173164
3,7,173164
3,7,91766
3,7,49432
3,7,49432
3,7,72316
3,7,72316
3,7,29663
3,8,196827
3,8,72316
3,8,72316
3,8,72316
3,8,72316
3,8,72316
3,8,72316
3,8,72316
3,8,72316
3,8,29663
3,8,29663
3,8,29663
3,8,29663
3,8,29663
3,8,113138
3,8,113138
3,8,113138
3,8,211755
3,8,211755
3,8,211755
3,8,211755
3,8,211755
3,8,211755
3,8,211755
3,8,211755
3,8,211755
3,8,211755
3,9,196827
3,10,196827
3,11,196827
3,12,196827
3,13,196827
3,14,196827
3,15,196827
3,16,90350
3,16,90350
3,16,90350
3,16,90350
3,16,90350
3,16,122719
3,16,122719
3,16,122719
3,16,122719
3,16,122719
3,16,122719
3,16,122719
3,16,122719
3,16,122719
3,16,122719
3,16,82320
3,16,82320
3,16,82320
3,16,82320
3,16,82320
3,16,82320
3,16,82320
3,16,24219
3,16,24219
3,16,3104
3,16,3104
3,16,3104
3,16,27858
3,16,27858
3,16,27858
3,16,27858
4,17,212299
4,17,212299
4,17,212299
4,17,212299
4,17,212299
4,17,212299
4,17,212299
4,17,212299
4,17,4
4,17,4
4,17,123147
4,17,42844
4,17,42844
4,17,42844
4,17,42844
4,17,42844
4,17,42844
4,17,42844
4,17,42844
4,17,213847
4,17,213847
4,17,213847
4,17,213847
4,17,213847
4,17,213847
4,17,213847
4,17,213847
4,17,213847
4,17,213847
4,17,24813
4,17,185412
4,17,185412
4,17,185412
4,17,185412
4,17,185412
4,17,185412
4,17,185412
4,17,185412
4,17,174044
4,18,24813
4,18,24813
4,18,24813
4,18,24813
4,18,24813
4,18,24813
4,18,24813
4,18,24813
4,18,174044
4,18,174044
4,18,174044
4,18,174044
4,18,174044
4,18,174044
4,18,174044
4,18,174044
4,18,174044
4,18,178650
4,18,178650
4,18,178650
4,18,178650
4,18,178650
4,18,178650
4,18,178650
4,18,178650
4,19,214672
4,19,214672
4,19,214672
4,19,214672
4,19,214672
4,19,214672
4,19,214672
4,19,214672
4,19,63656
4,19,63656
4,19,63656
4,19,63656
4,19,63656
4,19,63656
4,19,63656
4,19,63656
4,19,63656
4,19,189220
4,19,189220
4,19,189220
4,19,189220
4,19,175096
4,20,63656
4,20,189220
4,20,189220
4,20,189220
4,20,189220
4,20,106038
4,20,106038
4,20,106038
4,20,106038
4,20,106038
4,20,106038
4,20,106038
4,20,106038
4,20,106038
4,20,175096
4,20,62740
4,20,62740
4,20,62740
4,20,137643
4,20,137643
4,20,138512
4,20,138512
4,20,138512
4,20,138512
4,20,138512
4,20,138512
4,20,138512
4,20,138512
4,20,138512
4,20,138512
4,20,68688
4,20,68688
4,20,68688
4,20,68688
4,20,68688
4,20,68688
4,20,1390
4,20,1390
4,20,127926
4,20,127926
4,20,127926
4,20,127926
4,20,127926
4,20,127926
4,20,127926
4,20,127926
4,20,127926
5,21,211869
5,21,211869
5,21,211869
5,21,211869
5,21,195710
5,21,195710
5,21,195710
5,21,195710
5,21,195710
5,21,195710
5,21,195710
5,21,195710
5,21,195710
5,21,213787
5,21,168002
5,21,168002
5,21,168002
5,21,168002
5,21,168002
5,21,156012
5,21,156012
5,21,156012
5,21,156012
5,21,156012
5,21,156012
5,21,156012
5,21,156012
5,22,155724
5,22,91697
5,22,91697
5,22,91697
5,22,100755
5,22,100755
5,22,91732
5,22,196203
5,22,33030
5,22,33030
5,22,33030
5,22,33030
5,23,91697
5,23,91697
5,23,91697
5,23,100755
5,23,128593
5,23,128593
5,23,128593
5,23,128593
5,23,128593
5,23,128593
5,23,128593
5,23,121352
5,23,121352
5,23,121352
5,23,121352
5,23,121352
5,23,121352
5,23,121352
5,23,121352
5,23,121352
5,23,180744
5,23,180744
5,23,180744
5,23,180744
5,23,7463
5,23,7463
5,23,7463
5,23,7463
5,23,7463
5,23,7463
5,23,187781
5,23,187781
5,23,187781
5,23,187781
5,23,53632
5,23,53632
5,23,53632
5,23,53632
5,23,53632
5,23,196203
5,23,196203
5,23,171014
5,23,171014
5,23,211350
5,23,211350
5,23,211350
5,23,211350
5,23,211350
5,23,211350
6,24,196684
6,24,196684
6,24,196684
6,24,196684
6,24,196684
6,24,196684
6,24,196684
6,24,196684
6,25,167024
6,25,167024
6,25,167024
6,25,167024
6,25,167024
6,25,14814
6,25,14814
6,25,14814
6,25,14814
6,25,14814
6,25,207338
6,25,207338
6,25,207338
6,25,207338
6,25,207338
6,25,207338
6,25,207338
6,25,207338
6,25,207338
7,26,146557
7,26,146557
7,26,4923
7,26,4923
7,26,152853
7,27,4923
7,27,4923
7,27,4923
7,27,4923
7,27,152853
7,27,152853
7,27,152853
7,28,152853
7,28,152853
7,28,152853
7,29,41192
7,29,41192
7,29,41192
7,29,14389
7,29,14389
7,29,14389
7,29,14389
7,29,14389
7,29,14389
7,29,14389
7,29,14389
7,29,14389
7,29,185110
7,29,185110
7,29,5606
7,29,5606
7,29,5606
7,29,5606
7,29,5606
7,30,119688
7,30,119688
7,30,119688
7,30,119688
8,31,46205
8,31,46205
8,31,46205
8,31,46205
8,31,21768
8,31,21768
8,31,21768
8,31,21768
8,31,21768
8,31,108861
8,31,108861
8,31,108861
8,31,108861
8,31,181317
8,31,181317
8,31,181317
8,32,127956
8,32,127956
8,32,127956
8,32,127956
8,32,127956
8,32,127956
8,32,127956
8,32,127956
8,32,127956
8,32,64678
8,32,64678
8,32,64678
8,32,64678
8,32,64678
8,32,64678
8,32,64678
8,32,64678
8,32,173649
8,32,173649
8,32,173649
