ORDER_ID,CONTAINER_ID,SKU_ID
1,0,158895
1,0,158895
1,0,158895
1,1,24971
1,1,24971
1,1,24971
1,1,196774
1,1,196774
1,1,196774
1,1,196774
1,1,196774
1,2,214988
1,3,32928
1,3,32928
1,4,175929
1,4,175929
1,4,175929
1,4,175929
1,4,175929
1,4,168370
1,4,168370
1,4,168370
1,4,168370
2,5,97266
2,5,97266
2,5,97266
2,5,97266
2,5,97266
2,5,97266
2,5,97266
2,5,97266
2,5,97266
2,5,97266
2,5,56670
2,5,56670
2,5,56670
2,5,56670
2,5,56670
2,5,56670
2,6,210642
2,6,210642
2,6,210642
2,6,85839
2,6,85839
2,6,176636
2,6,176636
2,7,210642
2,7,210642
2,7,35379
2,7,35379
2,7,35379
2,7,35379
2,7,35379
2,7,193456
2,8,35379
2,8,35379
2,8,35379
2,8,85839
2,8,85839
2,8,85839
2,8,85839
2,8,193456
2,8,193456
2,9,192723
2,9,192723
2,9,192723
2,9,192723
2,9,192723
2,9,192723
2,9,192723
2,9,192723
2,9,192723
2,9,192723
2,9,179317
2,10,23970
2,10,23970
2,10,23970
2,10,23970
2,10,23970
2,10,23970
2,10,23970
2,10,23970
2,10,48048
2,10,48048
2,10,48048
2,10,48048
2,10,48048
2,10,48048
2,11,145079
2,11,145079
2,11,145079
2,11,145079
2,12,47048
2,12,47048
2,12,47048
2,12,47048
2,12,47048
2,12,47048
2,12,47048
2,12,47048
2,12,47048
2,12,47048
2,12,155166
2,12,155166
2,12,155166
2,12,155166
2,12,136212
2,12,136212
2,12,136212
2,12,136212
2,12,136212
2,12,136212
2,12,136212
2,12,136212
2,12,136212
2,12,136212
3,13,196827
3,13,29663
3,13,29663
3,13,29663
3,13,29663
3,13,29663
3,13,29663
3,14,196827
3,15,196827
3,16,196827
3,17,196827
3,18,196827
3,19,196827
3,20,196827
3,21,196827
3,22,193865
3,22,193865
3,22,193865
3,22,193865
3,22,173164
3,22,173164
3,22,173164
3,22,173164
3,22,173164
3,22,173164
3,22,91766
3,22,113138
3,22,113138
3,22,113138
3,22,211755
3,22,211755
3,22,211755
3,22,211755
3,22,211755
3,22,211755
3,22,211755
3,22,211755
3,22,211755
3,22,211755
3,23,49432
3,23,49432
3,23,72316
3,23,72316
3,23,72316
3,23,72316
3,23,72316
3,23,72316
3,23,72316
3,23,72316
3,23,72316
3,23,72316
3,24,90350
3,24,90350
3,24,90350
3,24,90350
3,24,90350
3,24,122719
3,24,122719
3,24,122719
3,24,122719
3,24,122719
3,24,122719
3,24,122719
3,24,122719
3,24,122719
3,24,122719
3,24,24219
3,24,24219
3,24,27858
3,24,27858
3,24,27858
3,24,27858
3,25,82320
3,25,82320
3,25,82320
3,25,82320
3,25,82320
3,25,82320
3,25,82320
3,25,3104
3,25,3104
3,25,3104
4,26,212299
4,26,212299
4,26,212299
4,26,212299
4,26,212299
4,26,212299
4,26,212299
4,26,212299
4,26,4
4,26,4
4,26,123147
4,26,42844
4,26,42844
4,26,42844
4,26,42844
4,26,42844
4,26,42844
4,26,42844
4,26,42844
4,26,213847
4,26,213847
4,26,213847
4,26,213847
4,26,213847
4,26,213847
4,26,213847
4,26,213847
4,26,213847
4,26,213847
4,26,174044
4,26,174044
4,26,174044
4,26,174044
4,26,174044
4,26,174044
4,26,174044
4,26,174044
4,26,174044
4,27,174044
4,28,24813
4,28,24813
4,28,24813
4,28,24813
4,28,24813
4,28,24813
4,28,24813
4,28,24813
4,28,24813
4,28,185412
4,28,185412
4,28,185412
4,28,185412
4,28,185412
4,28,185412
4,28,185412
4,28,185412
4,29,178650
4,29,178650
4,29,178650
4,29,178650
4,29,178650
4,29,178650
4,29,178650
4,29,178650
4,30,138512
4,30,138512
4,30,138512
4,30,138512
4,30,138512
4,30,138512
4,30,138512
4,30,138512
4,30,138512
4,30,138512
4,31,175096
4,31,175096
4,31,1390
4,31,1390
4,31,127926
4,31,127926
4,31,127926
4,31,127926
4,31,127926
4,31,127926
4,31,127926
4,31,127926
4,31,127926
4,32,214672
4,32,214672
4,32,214672
4,32,214672
4,32,214672
4,32,214672
4,32,214672
4,32,214672
4,32,63656
4,32,63656
4,32,63656
4,32,63656
4,32,63656
4,32,63656
4,32,63656
4,32,63656
4,32,63656
4,32,189220
4,32,189220
4,32,189220
4,32,189220
4,32,62740
4,32,62740
4,33,63656
4,33,189220
4,33,189220
4,33,189220
4,33,189220
